Transaction ID,Timestamp,Item ID,Supplier ID,Customer ID,Location,Temperature,Humidity,GPS Coordinates,Order Amount,Quantity Shipped,Order Status,Payment Status,Time to Delivery,Quantity Mismatch,Fraud Indicator,Transaction Hash,Smart Contract Status,Compliance Check
TX00023,2025-01-14 13:58:29.739685,9769,S4,C7,SF,5.5359365312217275,46.21152249899544,"(40.967, -100.9804)",1357,164,Shipped,Paid,3,13,0,0x223c,Completed,1
TX00024,2025-01-13 13:58:29.739685,9343,S6,C5,LA,9.194571405895068,69.5132273702428,"(40.7374, -91.7374)",2079,189,Shipped,Paid,8,3,0,0xb225,Active,1
TX00025,2025-01-12 13:58:29.739685,9491,S6,C3,Chicago,10.325689507906159,52.48347002731865,"(35.6432, -85.1303)",2307,149,Delivered,Paid,7,2,1,0xdab9,Completed,0
TX00026,2025-01-11 13:58:29.739685,9413,S9,C8,LA,5.5534825917310044,70.91626982158087,"(37.2488, -106.8526)",2686,122,Pending,Overdue,4,0,1,0x334c,Triggered,1
TX00027,2025-01-10 13:58:29.739685,9805,S5,C10,LA,18.239072234283437,41.6590577575038,"(41.0263, -81.1975)",2950,187,Pending,Paid,4,9,0,0xb2c4,Active,0
TX00028,2025-01-09 13:58:29.739685,9385,S8,C4,LA,17.717851036996155,64.32462311200634,"(40.915, -81.3214)",2985,162,Delivered,Paid,8,9,1,0x1d5d,Active,1
TX00029,2025-01-08 13:58:29.739685,9191,S5,C9,NY,8.772513799016043,52.72882897494233,"(38.4338, -92.2386)",2212,123,Delivered,Overdue,6,13,0,0x7ad0,Active,0
TX00030,2025-01-07 13:58:29.739685,9955,S2,C5,Chicago,17.038383504643782,47.47679741033224,"(41.5909, -114.1796)",2617,66,Shipped,Overdue,7,2,1,0x2252,Active,0
TX00031,2025-01-06 13:58:29.739685,9276,S6,C6,Chicago,16.943178186225715,72.67059969671035,"(40.4501, -96.318)",2039,53,Pending,Paid,5,8,1,0x79f1,Triggered,0
TX00032,2025-01-05 13:58:29.739685,9160,S9,C5,NY,10.025191396025757,56.49000494386268,"(41.8273, -91.2349)",1186,113,Shipped,Overdue,4,4,1,0x5796,Completed,0
TX00033,2025-01-04 13:58:29.739685,9459,S3,C10,NY,15.456020579466413,62.86518388840439,"(35.3004, -83.3029)",1745,193,Delivered,Paid,1,10,0,0x490a,Completed,1
TX00034,2025-01-03 13:58:29.739685,9313,S1,C7,Chicago,9.347867570452017,41.323353751181685,"(39.3814, -113.2982)",2199,98,Pending,Paid,7,4,1,0x8554,Completed,1
TX00035,2025-01-02 13:58:29.739685,9021,S1,C7,SF,6.054143538315499,71.6649806911372,"(34.0719, -95.5359)",1272,149,Delivered,Paid,4,14,1,0x0056,Completed,1
TX00036,2025-01-01 13:58:29.739685,9252,S3,C1,LA,12.57196750893468,51.47530182154907,"(35.9319, -80.9741)",1494,55,Pending,Paid,5,1,1,0xca99,Active,1
TX00037,2024-12-31 13:58:29.739685,9747,S10,C2,Chicago,11.574905613185889,67.73624551086141,"(36.0074, -90.1715)",2570,153,Delivered,Overdue,5,4,0,0x81dd,Triggered,1
TX00038,2024-12-30 13:58:29.739685,9856,S5,C7,NY,7.072293717790684,70.41898339144377,"(36.761, -104.2357)",1606,58,Shipped,Paid,2,2,1,0x0d6d,Active,1
TX00039,2024-12-29 13:58:29.739685,9560,S3,C8,Chicago,12.358300054851266,44.68465029891373,"(35.4545, -97.3775)",2466,107,Pending,Overdue,2,8,0,0x6188,Triggered,1
TX00040,2024-12-28 13:58:29.739685,9474,S9,C4,LA,19.240636186353747,51.83602255898256,"(38.6342, -93.8544)",1215,81,Pending,Paid,9,10,0,0x6ad5,Completed,0
TX00041,2024-12-27 13:58:29.739685,9058,S8,C6,Chicago,15.970897207836952,68.93760327958583,"(40.8529, -90.6444)",2704,79,Pending,Paid,6,11,0,0x8c3c,Triggered,1
TX00042,2024-12-26 13:58:29.739685,9510,S3,C10,NY,16.08308464918691,49.28710189777897,"(39.9219, -105.4448)",2316,94,Delivered,Paid,8,11,1,0x1394,Completed,1
TX00043,2024-12-25 13:58:29.739685,9681,S9,C3,SF,16.363261926234355,73.9269580821819,"(37.3655, -119.1768)",1112,163,Shipped,Paid,6,12,1,0xfefb,Completed,0
TX00044,2024-12-24 13:58:29.739685,9475,S6,C7,NY,16.169507109028185,52.47894123532599,"(34.6329, -102.6696)",1029,199,Shipped,Paid,3,1,0,0x6208,Triggered,1
TX00045,2024-12-23 13:58:29.739685,9699,S7,C3,SF,5.298521531009101,56.09320830266316,"(35.6779, -83.4168)",1337,80,Pending,Paid,3,0,1,0x6b60,Triggered,1
TX00046,2024-12-22 13:58:29.739685,9975,S4,C7,LA,18.870364035408976,43.989733889152355,"(39.4119, -76.3363)",2242,177,Shipped,Overdue,5,4,1,0x1c24,Completed,1
TX00047,2024-12-21 13:58:29.739685,9782,S4,C8,NY,17.4520664665816,45.9070047443751,"(41.0963, -76.0053)",2423,66,Delivered,Overdue,3,10,0,0x4099,Triggered,0
TX00048,2024-12-20 13:58:29.739685,9189,S2,C3,Chicago,9.118691111495039,51.01686512966259,"(36.9222, -98.2031)",1979,162,Pending,Paid,2,11,1,0x1c39,Triggered,0
TX00049,2024-12-19 13:58:29.739685,9957,S5,C2,NY,13.291152572549453,41.956353129978034,"(36.981, -76.6062)",2896,174,Delivered,Paid,4,7,0,0x45fa,Active,1
TX00050,2024-12-18 13:58:29.739685,9686,S8,C6,NY,14.225088949297508,47.72129118984658,"(37.2217, -114.7457)",2070,103,Delivered,Overdue,4,0,1,0xa44e,Triggered,0
TX00051,2024-12-17 13:58:29.739685,9957,S7,C4,LA,6.979175436743676,56.35772106664538,"(36.0041, -100.8831)",2819,128,Shipped,Paid,9,11,0,0xee53,Completed,0
TX00052,2024-12-16 13:58:29.739685,9562,S7,C8,SF,8.809450652856912,55.19848987468996,"(38.824, -92.1861)",1916,96,Pending,Paid,7,8,0,0x2c9e,Triggered,1
TX00053,2024-12-15 13:58:29.739685,9875,S6,C2,SF,5.348756529262281,47.94777519307966,"(40.0703, -90.846)",1040,188,Delivered,Paid,8,6,0,0x5da5,Triggered,1
TX00054,2024-12-14 13:58:29.739685,9566,S3,C4,Chicago,17.95927580081398,43.218027354138044,"(37.9323, -118.6423)",2276,194,Pending,Overdue,1,14,1,0xef35,Active,1
TX00055,2024-12-13 13:58:29.739685,9243,S5,C2,NY,5.373576046193007,52.725913393362305,"(39.5602, -116.1544)",2836,125,Pending,Paid,7,8,0,0x703f,Active,1
TX00056,2024-12-12 13:58:29.739685,9831,S1,C2,LA,9.780437567913005,69.81386430397268,"(37.7505, -79.6622)",1352,164,Delivered,Overdue,9,6,0,0xdadb,Completed,1
TX00057,2024-12-11 13:58:29.739685,9504,S7,C2,SF,6.173697394193347,60.40398288704882,"(38.775, -111.0466)",1623,164,Shipped,Overdue,9,3,1,0xb79a,Triggered,0
TX00058,2024-12-10 13:58:29.739685,9130,S9,C1,Chicago,16.72108889256578,77.87215896879711,"(40.4637, -106.4816)",1200,75,Shipped,Overdue,5,14,0,0xa8fa,Triggered,1
TX00059,2024-12-09 13:58:29.739685,9484,S1,C4,SF,18.874741596067818,45.59545310974837,"(38.6182, -91.3868)",2471,117,Pending,Overdue,1,7,1,0x0aaa,Active,0
TX00060,2024-12-08 13:58:29.739685,9818,S2,C2,Chicago,13.442234297266886,48.29271778614867,"(39.849, -117.0758)",1215,196,Shipped,Paid,6,11,1,0xd600,Triggered,1
TX00061,2024-12-07 13:58:29.739685,9646,S3,C9,SF,7.093502259624825,51.21198134555988,"(40.8341, -114.8767)",1652,62,Pending,Overdue,3,6,1,0xb74a,Triggered,0
TX00062,2024-12-06 13:58:29.739685,9020,S3,C9,Chicago,13.372412874291523,40.52007599252165,"(34.7563, -99.4402)",1221,78,Pending,Overdue,7,5,0,0xcbbf,Triggered,1
TX00063,2024-12-05 13:58:29.740690,9840,S8,C7,SF,16.55511859179018,77.73521913827526,"(36.9775, -117.5424)",2194,103,Delivered,Overdue,8,10,0,0x2228,Completed,0
TX00064,2024-12-04 13:58:29.740690,9166,S7,C6,SF,15.776243078394508,57.81455325771872,"(35.328, -100.2354)",1224,122,Pending,Paid,6,2,1,0x1e30,Active,1
TX00065,2024-12-03 13:58:29.740690,9273,S6,C3,NY,16.125785087998327,59.265979089246244,"(40.6326, -114.5413)",1118,70,Delivered,Paid,2,0,0,0xe5d4,Completed,1
TX00066,2024-12-02 13:58:29.740690,9387,S10,C7,Chicago,9.187607638302165,46.314297059943534,"(34.8362, -83.7827)",2133,58,Shipped,Overdue,9,10,0,0x2cc3,Completed,0
TX00067,2024-12-01 13:58:29.740690,9600,S10,C1,Chicago,6.106062838763634,74.90790760430266,"(37.9385, -103.7888)",2908,97,Delivered,Paid,7,10,1,0x32ff,Completed,0
TX00068,2024-11-30 13:58:29.740690,9315,S4,C9,NY,7.234454578226753,67.70528946572276,"(37.6908, -101.5119)",1569,134,Shipped,Overdue,9,2,1,0xb1e5,Triggered,0
TX00069,2024-11-29 13:58:29.740690,9013,S9,C4,NY,19.33259727618411,57.25443950095641,"(40.2552, -119.5803)",1471,182,Delivered,Paid,2,6,1,0xf239,Completed,0
TX00070,2024-11-28 13:58:29.740690,9241,S1,C6,SF,14.202709806439717,75.11885986584377,"(37.4653, -112.8515)",2299,121,Shipped,Paid,6,13,1,0xf5a8,Completed,1
TX00071,2024-11-27 13:58:29.740690,9776,S2,C6,SF,15.918494087958884,76.21830953057264,"(36.4663, -114.9523)",2137,64,Pending,Overdue,9,6,0,0xbcdb,Triggered,1
TX00072,2024-11-26 13:58:29.740690,9345,S4,C3,SF,18.485968876709087,41.979221641522344,"(37.4159, -91.0517)",2214,126,Delivered,Paid,8,7,1,0xba1b,Triggered,1
TX00073,2024-11-25 13:58:29.740690,9564,S3,C4,NY,17.791318498269376,44.77298358851512,"(39.2927, -84.1465)",2536,146,Shipped,Overdue,5,0,0,0x2c5b,Active,1
TX00074,2024-11-24 13:58:29.740690,9897,S1,C10,SF,8.276027745786784,41.10513197425206,"(40.5201, -93.102)",2046,172,Delivered,Overdue,2,9,1,0x0837,Triggered,1
TX00075,2024-11-23 13:58:29.740690,9339,S5,C3,NY,5.870900669131306,63.26920988393056,"(36.8252, -117.6908)",2568,81,Pending,Overdue,7,9,0,0x0412,Triggered,0
TX00076,2024-11-22 13:58:29.740690,9091,S7,C6,SF,18.876923012951877,48.71775440704944,"(34.287, -114.9032)",1696,85,Shipped,Overdue,8,14,1,0x2718,Completed,1
TX00077,2024-11-21 13:58:29.740690,9366,S2,C1,NY,19.725024389566357,73.79712334131969,"(41.8707, -84.631)",1208,195,Pending,Paid,8,7,0,0xc22a,Active,0
TX00078,2024-11-20 13:58:29.740690,9955,S5,C8,Chicago,13.510162902709629,58.63655442070353,"(37.239, -99.0209)",1693,189,Delivered,Overdue,2,4,1,0xf23d,Triggered,0
TX00079,2024-11-19 13:58:29.740690,9454,S6,C8,LA,18.326028722566694,73.50838985576509,"(39.8991, -96.852)",2473,136,Pending,Overdue,4,9,1,0xd2be,Active,0
TX00080,2024-11-18 13:58:29.740690,9427,S7,C9,SF,8.4772407457213,62.22420893848785,"(36.8833, -104.2698)",1606,175,Shipped,Paid,8,3,0,0x2fc5,Completed,0
TX00081,2024-11-17 13:58:29.740690,9508,S1,C6,SF,6.66558056884777,71.84671188726719,"(35.6771, -80.1475)",2658,179,Pending,Overdue,4,11,0,0xe112,Active,0
TX00082,2024-11-16 13:58:29.740690,9775,S7,C1,NY,12.49725406112621,54.8742003278895,"(37.3132, -86.1437)",2694,135,Pending,Paid,7,14,1,0x877c,Triggered,1
TX00083,2024-11-15 13:58:29.740690,9942,S4,C3,Chicago,17.16775129225679,77.81575362185757,"(38.5901, -86.0658)",1437,118,Shipped,Overdue,4,10,0,0x8136,Triggered,0
TX00084,2024-11-14 13:58:29.740690,9034,S8,C1,Chicago,14.819804348604986,66.68634889850046,"(36.5673, -86.1596)",1245,194,Shipped,Overdue,9,14,0,0xa752,Completed,1
TX00085,2024-11-13 13:58:29.740690,9205,S4,C5,SF,14.559802522156481,63.81962177591757,"(40.3197, -115.3074)",1911,92,Pending,Overdue,9,12,1,0x417b,Active,0
TX00086,2024-11-12 13:58:29.740690,9080,S6,C3,NY,5.261883623377493,54.09426735296766,"(34.7317, -75.6527)",2188,195,Delivered,Overdue,4,5,1,0x5159,Completed,1
TX00087,2024-11-11 13:58:29.740690,9931,S9,C2,NY,9.762393385476368,77.48735915617905,"(34.9436, -89.1822)",1868,80,Pending,Paid,3,5,0,0xc80e,Active,0
TX00088,2024-11-10 13:58:29.740690,9561,S5,C3,LA,19.09243679783722,53.509376009107086,"(39.9825, -117.142)",1247,112,Pending,Paid,4,10,1,0xcc12,Triggered,0
TX00089,2024-11-09 13:58:29.740690,9871,S4,C9,Chicago,7.014103092753851,73.43437740904425,"(39.9721, -101.1218)",1390,77,Shipped,Paid,9,2,1,0x73e3,Triggered,1
TX00090,2024-11-08 13:58:29.740690,9387,S8,C8,LA,15.895489177807313,56.17232863713356,"(36.1974, -90.0601)",1244,186,Shipped,Paid,7,7,1,0x830a,Triggered,1
TX00091,2024-11-07 13:58:29.740690,9001,S9,C3,Chicago,16.389667307120668,70.6873600600638,"(40.665, -94.2242)",1768,146,Shipped,Overdue,4,9,1,0x0be6,Active,0
TX00092,2024-11-06 13:58:29.740690,9389,S4,C2,SF,15.99249864788433,76.47511662322933,"(40.965, -118.994)",2169,77,Shipped,Paid,9,14,1,0x200a,Active,0
TX00093,2024-11-05 13:58:29.740690,9565,S3,C5,SF,19.839273411502646,58.62428467842993,"(39.9088, -112.3769)",2449,195,Pending,Overdue,9,10,0,0xa6e5,Completed,1
TX00094,2024-11-04 13:58:29.740690,9105,S8,C1,NY,11.13812317027887,61.04540848960394,"(36.2886, -94.2486)",1806,192,Shipped,Overdue,1,4,1,0x13bf,Triggered,1
TX00095,2024-11-03 13:58:29.740690,9771,S5,C4,NY,15.23290088313529,53.21371623731142,"(36.1956, -112.4331)",2817,54,Shipped,Overdue,9,1,0,0x66ea,Active,0
TX00096,2024-11-02 13:58:29.740690,9821,S2,C8,NY,7.904826700757035,42.18782691100701,"(41.084, -79.1974)",2354,90,Delivered,Overdue,8,12,1,0x653d,Completed,0
TX00097,2024-11-01 13:58:29.740690,9476,S10,C1,Chicago,10.995648738066318,66.0992479192688,"(34.291, -97.4945)",2216,159,Delivered,Paid,3,10,1,0x355f,Completed,1
TX00098,2024-10-31 13:58:29.740690,9702,S9,C5,NY,12.373409036496898,44.78570098156223,"(35.6294, -81.1466)",1636,125,Delivered,Paid,8,2,0,0x0f47,Triggered,0
TX00099,2024-10-30 13:58:29.740690,9401,S3,C4,SF,8.222413116500384,54.16235714782575,"(37.7002, -98.4694)",1124,166,Delivered,Overdue,4,9,1,0x98b2,Active,1
TX00100,2024-10-29 13:58:29.740690,9729,S2,C6,LA,18.602161135382897,53.979756394256384,"(39.0198, -117.4969)",2592,115,Pending,Overdue,2,8,1,0x14f1,Triggered,0
TX00101,2024-10-28 13:58:29.740690,9555,S1,C7,SF,15.742967457010437,46.04015277898298,"(35.0184, -97.5727)",2509,122,Delivered,Overdue,6,7,1,0xdd01,Active,1
TX00102,2024-10-27 13:58:29.740690,9161,S8,C9,SF,9.25636652138742,66.66841263656819,"(41.7337, -82.0377)",1196,160,Delivered,Overdue,2,14,0,0x23e4,Triggered,1
TX00103,2024-10-26 13:58:29.740690,9201,S3,C1,SF,7.024346589463914,46.98397323274769,"(41.1149, -113.828)",1213,169,Delivered,Paid,7,1,0,0xf7ae,Completed,1
TX00104,2024-10-25 13:58:29.740690,9957,S7,C10,LA,9.318009926337616,71.13345396718978,"(41.669, -87.1503)",1460,176,Pending,Overdue,1,7,0,0x023a,Active,1
TX00105,2024-10-24 13:58:29.740690,9995,S1,C4,SF,14.344780733646266,49.97116286002206,"(36.6055, -81.099)",1528,193,Pending,Overdue,4,14,1,0x834b,Active,0
TX00106,2024-10-23 13:58:29.740690,9269,S1,C6,Chicago,17.39612957465429,51.491499441164585,"(39.9785, -86.8571)",1497,106,Pending,Paid,8,0,0,0xabc0,Active,1
TX00107,2024-10-22 13:58:29.740690,9862,S9,C10,Chicago,12.547523855827407,53.74913208213324,"(39.877, -83.9616)",1390,114,Delivered,Paid,7,0,0,0x536e,Completed,0
TX00108,2024-10-21 13:58:29.740690,9815,S8,C7,LA,6.53742010256771,46.11010243541023,"(41.5882, -113.8408)",1869,96,Pending,Paid,7,13,1,0x385c,Completed,0
TX00109,2024-10-20 13:58:29.740690,9270,S3,C7,Chicago,8.739722996166353,57.37057946494871,"(41.9962, -80.7447)",2734,191,Pending,Paid,7,9,1,0x0e4e,Triggered,1
TX00110,2024-10-19 13:58:29.740690,9455,S6,C8,NY,10.177158790843286,43.21300496892919,"(37.533, -112.9153)",1267,89,Delivered,Paid,7,2,1,0x9e33,Completed,0
TX00111,2024-10-18 13:58:29.740690,9461,S3,C10,Chicago,14.5420438056654,57.08464338792719,"(37.6303, -84.9625)",2317,97,Pending,Overdue,7,4,1,0xf91c,Completed,1
TX00112,2024-10-17 13:58:29.740690,9726,S4,C8,SF,8.699650630425129,53.59648529736238,"(38.8196, -107.4202)",2238,88,Pending,Paid,7,10,0,0x2aa8,Triggered,0
TX00113,2024-10-16 13:58:29.740690,9251,S1,C8,Chicago,8.508925889808378,53.530617888403896,"(37.2544, -77.0566)",2711,150,Pending,Paid,5,8,1,0x5430,Completed,1
TX00114,2024-10-15 13:58:29.740690,9701,S5,C8,NY,9.293028029317913,66.42697007381294,"(40.4306, -114.4169)",1438,169,Delivered,Overdue,7,3,0,0x5aa0,Triggered,1
TX00115,2024-10-14 13:58:29.740690,9295,S1,C8,NY,13.887935666803234,70.76091497913005,"(38.3631, -78.1057)",1821,92,Pending,Overdue,5,7,1,0x49db,Completed,0
TX00116,2024-10-13 13:58:29.740690,9724,S1,C6,NY,12.389454259132506,54.23994089021042,"(34.2745, -118.0854)",2607,93,Shipped,Overdue,7,12,1,0x8674,Completed,0
TX00117,2024-10-12 13:58:29.740690,9719,S10,C9,SF,17.62453929953661,50.48058768239933,"(39.7339, -94.1004)",2038,127,Pending,Paid,4,14,1,0xae0d,Active,0
TX00118,2024-10-11 13:58:29.740690,9748,S7,C3,NY,15.468984716199692,59.773977388920414,"(34.368, -75.1793)",2053,125,Delivered,Overdue,8,6,0,0x7420,Active,1
TX00119,2024-10-10 13:58:29.740690,9337,S6,C6,SF,15.00232807934496,71.50876301898666,"(38.6408, -97.8632)",1566,157,Shipped,Paid,7,2,1,0x740e,Active,0
TX00120,2024-10-09 13:58:29.740690,9878,S2,C5,NY,7.319750930069205,65.78291805280234,"(37.5816, -88.4692)",2096,180,Shipped,Overdue,6,11,1,0x4c16,Completed,1
TX00121,2024-10-08 13:58:29.740690,9052,S2,C8,SF,5.828416979182786,41.52005391102498,"(37.6669, -90.3415)",1620,56,Delivered,Paid,6,11,0,0xe93b,Active,1
TX00122,2024-10-07 13:58:29.740690,9791,S7,C4,SF,12.649982968389073,59.19718094980841,"(37.9067, -92.5177)",2172,134,Pending,Paid,5,12,1,0x7cd2,Triggered,1
TX00123,2024-10-06 13:58:29.740690,9921,S1,C4,SF,6.074624980573042,79.63860254570173,"(40.4415, -83.2274)",2259,107,Delivered,Paid,2,8,1,0x2d05,Active,1
TX00124,2024-10-05 13:58:29.740690,9216,S2,C10,Chicago,10.460268738895046,54.125101107235295,"(40.7924, -110.8664)",1315,140,Delivered,Paid,6,5,0,0xb9fd,Triggered,1
TX00125,2024-10-04 13:58:29.740690,9763,S8,C10,NY,5.391685225423829,57.62867205578111,"(34.489, -82.3738)",2997,187,Delivered,Overdue,8,3,1,0x431a,Triggered,0
TX00126,2024-10-03 13:58:29.740690,9187,S6,C5,SF,7.652134649447768,51.496269256749514,"(34.3384, -110.3929)",1647,59,Shipped,Paid,2,3,0,0x8e8b,Triggered,1
TX00127,2024-10-02 13:58:29.740690,9379,S2,C6,NY,6.65551803033841,59.907787583673084,"(38.2096, -81.5055)",2198,83,Pending,Paid,6,4,1,0x725a,Triggered,1
TX00128,2024-10-01 13:58:29.740690,9492,S7,C4,Chicago,17.01477505963812,46.436852902761736,"(41.1743, -91.7377)",2783,109,Delivered,Paid,2,1,1,0x512a,Completed,1
TX00129,2024-09-30 13:58:29.740690,9040,S4,C2,LA,10.191892288492305,49.88054559823043,"(41.7341, -87.1526)",2911,179,Pending,Overdue,8,4,0,0xa636,Triggered,0
TX00130,2024-09-29 13:58:29.740690,9156,S2,C2,NY,6.18269777407995,68.46945233595099,"(38.2218, -113.9533)",1931,94,Shipped,Paid,4,7,1,0xfd18,Triggered,0
TX00131,2024-09-28 13:58:29.740690,9014,S6,C3,NY,8.982203068095188,45.53147174745614,"(37.4303, -82.9947)",1840,54,Pending,Overdue,8,13,1,0xc12c,Active,0
TX00132,2024-09-27 13:58:29.740690,9812,S9,C2,Chicago,15.242121291048639,77.04575054563844,"(36.2692, -93.9778)",2561,75,Delivered,Paid,6,8,1,0x1753,Active,1
TX00133,2024-09-26 13:58:29.740690,9064,S9,C1,SF,16.184529082585332,52.31841633991815,"(41.8675, -112.1509)",2619,128,Shipped,Overdue,8,10,1,0x8840,Triggered,1
TX00134,2024-09-25 13:58:29.740690,9856,S8,C8,NY,6.7979769477428205,63.0010038767456,"(34.8117, -84.1981)",1741,75,Shipped,Paid,9,14,0,0xc65d,Completed,0
TX00135,2024-09-24 13:58:29.740690,9838,S3,C5,LA,16.678496599009,52.87322710266032,"(34.1994, -91.0535)",2146,141,Shipped,Overdue,7,10,1,0x7cc9,Completed,1
TX00136,2024-09-23 13:58:29.740690,9520,S3,C10,Chicago,10.55838737325617,59.121231030992334,"(36.686, -87.4284)",1837,134,Shipped,Overdue,1,13,0,0x5ffc,Active,0
TX00137,2024-09-22 13:58:29.740690,9343,S2,C1,SF,15.19074003402505,76.1520531219201,"(34.962, -105.148)",2697,71,Delivered,Paid,1,3,0,0xe707,Active,1
TX00138,2024-09-21 13:58:29.740690,9128,S5,C9,NY,15.072616839454161,42.74309127388497,"(34.1363, -109.4209)",1059,196,Delivered,Overdue,1,3,1,0xca89,Active,0
TX00139,2024-09-20 13:58:29.740690,9647,S4,C8,NY,16.90389081616459,74.25370506829631,"(37.8661, -112.0074)",2174,59,Pending,Paid,2,13,0,0xeefd,Active,1
TX00140,2024-09-19 13:58:29.740690,9471,S7,C4,Chicago,15.457741704635694,62.30294747020352,"(38.7972, -114.6834)",2788,91,Shipped,Overdue,3,11,0,0xf1b0,Completed,0
TX00141,2024-09-18 13:58:29.740690,9062,S4,C8,SF,5.583025350087503,66.60285034749486,"(39.9618, -78.5251)",1486,148,Pending,Paid,6,7,0,0x8c3f,Active,1
TX00142,2024-09-17 13:58:29.740690,9138,S9,C10,SF,12.792216663343225,42.23548267174661,"(37.0874, -96.2307)",1736,124,Shipped,Paid,9,2,0,0xb55c,Active,0
TX00143,2024-09-16 13:58:29.740690,9498,S2,C7,Chicago,7.492717602064578,70.45596469273758,"(37.9081, -84.6572)",1636,130,Pending,Paid,8,2,1,0x298c,Completed,0
TX00144,2024-09-15 13:58:29.740690,9592,S6,C7,NY,19.549468062390353,45.11113658841947,"(41.9535, -86.8941)",2620,156,Pending,Paid,3,0,0,0x9508,Triggered,0
